Algorithm,Log Source,Log,P-Value,Min Adaptive Window,Max Adaptive Window,ADWIN Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case,Window Size,SW Step Size,Complete-Window Size,Detection-Window Size,Stable Period,MRID,Epsilon
Maaradji Runs,without_noise,log_22_1687181941,,,,,[2564],"[1159, 1512, 2578, 3506, 3838]",0.33333333333333337,14.0,00:00:01,1.3451704941689968,0.00028675559457876716,50.0,2.0,,,,,
LCDD,without_noise,log_69_1687182027,,,,,[1353],"[1354, 1741, 2389, 2676, 3199]",0.33333333333333337,1.0,00:00:00,0.22641582135111094,5.360223043350164e-05,,,300.0,300.0,200.0,,
Martjushev ADWIN J,without_noise,log_94_1687182067,0.4,400.0,400.0,20.0,"[624, 1998, 3006, 3119]","[517, 868, 1998, 2959, 3215]",0.888888888888889,62.5,00:00:04,4.069511323235929,0.0009559575577251419,,,,,,,
Martjushev ADWIN J,without_noise,log_6_1687181923,0.4,300.0,400.0,50.0,[],"[923, 1989, 3141]",,,00:00:37,37.572591240517795,0.008537284989892705,,,,,,,
Martjushev ADWIN J,without_noise,log_17_1687181934,0.4,400.0,400.0,20.0,"[969, 2555, 3896]","[975, 1309, 2437, 2652, 3899]",0.7499999999999999,35.333333333333336,00:00:24,24.74480791669339,0.005083156926190096,,,,,,,
LCDD,without_noise,log_43_1687181986,,,,,"[101, 208, 379, 480, 590, 691, 792, 895, 1011, 1125, 1238, 1354, 1480, 1617, 1723, 1877, 1978, 2081, 2186, 2294, 2404, 2506, 2607, 2707, 2816, 2928, 3029, 3134, 3249, 3349, 3449, 3553, 3657, 3757, 3865, 3971, 4090, 4203]","[979, 1204, 2415, 2632, 3669]",0.23255813953488372,22.8,00:00:00,0.1057443218305707,2.4626064702042546e-05,,,100.0,100.0,200.0,,
Martjushev J,without_noise,log_49_1687181999,0.55,,,,"[602, 789]","[605, 889]",1.0,51.5,00:00:32,32.40413212124258,0.017610941370240534,100.0,,,,,,
Martjushev ADWIN J,without_noise,log_33_1687181967,0.4,200.0,500.0,10.0,[],[987],,,00:00:03,3.823521018959582,0.002500667769103716,,,,,,,
LCDD,without_noise,log_96_1687182073,,,,,[804],"[805, 1076, 1645, 1910, 2579, 2949]",0.2857142857142857,1.0,00:00:00,0.13252424262464046,3.214267344764503e-05,,,200.0,200.0,50.0,,
Earth Mover's Distance,without_noise,log_70_1687182031,,,,,[594],[608],1.0,14.0,00:00:11,11.799662549048662,0.008021524506491273,200.0,2.0,,,,,
Process Graph Metrics,without_noise,log_22_1687181941,0.0001,200.0,400.0,,"[1340, 3658]","[1159, 1512, 2578, 3506, 3838]",0.5714285714285715,162.0,00:00:03,3.059112438932061,0.0006521237345836839,,,,,,,
Martjushev ADWIN J,without_noise,log_29_1687181956,0.4,200.0,400.0,20.0,[],"[516, 766]",,,00:00:10,10.739471805281937,0.007102825268043609,,,,,,,
Process Graph Metrics,without_noise,log_22_1687181941,0.05,400.0,500.0,,"[1273, 2646, 3686]","[1159, 1512, 2578, 3506, 3838]",0.7499999999999999,111.33333333333333,00:00:10,10.044881099835038,0.0021413091238190233,,,,,,,
Process Graph Metrics,without_noise,log_90_1687182058,0.005,100.0,400.0,,"[706, 1246]",[652],0.6666666666666666,54.0,00:00:07,7.624188705347478,0.00405757781019025,,,,,,,
Process Graph Metrics,without_noise,log_23_1687181942,0.1,100.0,400.0,,"[1055, 1328, 2798, 4423, 5694]","[859, 1255, 2629, 4001, 4377]",0.8000000000000002,121.0,00:00:57,57.64456913340837,0.010395774415402771,,,,,,,
LCDD,without_noise,log_59_1687182010,,,,,"[220, 426, 658, 912, 1112, 1312, 2050, 2269, 2486, 2715, 2936, 3162, 3362]","[788, 1187, 2051, 3036, 3241]",0.5555555555555556,75.8,00:00:00,0.27964801993221045,7.237267596589298e-05,,,200.0,200.0,200.0,,
Martjushev ADWIN J,without_noise,log_64_1687182018,0.4,300.0,400.0,10.0,"[299, 1370]",[1359],0.6666666666666666,11.0,00:00:35,35.79320009704679,0.018132320211269905,,,,,,,
LCDD,without_noise,log_49_1687181999,,,,,[604],"[605, 889]",0.6666666666666666,1.0,00:00:00,0.18693929817527533,0.00010159744466047573,,,100.0,100.0,5.0,,
LCDD,without_noise,log_75_1687182036,,,,,"[1098, 1317, 1517]","[1099, 1445]",0.8,36.5,00:00:00,0.06698163598775864,2.880930580118651e-05,,,200.0,200.0,20.0,,
LCDD,without_noise,log_84_1687182047,,,,,"[107, 216, 344, 449, 568, 672, 785, 889, 999, 1119, 1221, 1330, 1435, 1551, 1657, 1763, 1863, 1965, 2086, 2267, 2384, 2489]",[1338],0.08695652173913045,8.0,00:00:00,0.03426304180175066,1.344175825882725e-05,,,100.0,100.0,20.0,,
Martjushev ADWIN J,without_noise,log_7_1687181925,0.4,400.0,400.0,50.0,"[919, 1837, 2101]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,40.0,00:00:08,8.367936695925891,0.001761300083335275,,,,,,,
Martjushev ADWIN J,without_noise,log_58_1687182010,0.4,300.0,500.0,50.0,[],[566],,,00:00:02,2.217762688174844,0.0013392286764340843,,,,,,,
LCDD,without_noise,log_32_1687181966,,,,,[1459],"[1402, 1725]",0.6666666666666666,57.0,00:00:00,0.07564959488809109,2.5016400425956047e-05,,,100.0,100.0,10.0,,
Martjushev J,without_noise,log_37_1687181973,0.55,,,,[1372],[1428],1.0,56.0,00:02:46,166.15445784665644,0.08034548251772555,300.0,,,,,,
Martjushev ADWIN J,without_noise,log_63_1687182017,0.4,400.0,400.0,50.0,[],"[727, 968, 1760, 2588, 2871]",,,00:00:25,25.01539837848395,0.005890133830582517,,,,,,,
Process Graph Metrics,without_noise,log_23_1687181942,0.0001,200.0,400.0,,"[1189, 2772, 4276]","[859, 1255, 2629, 4001, 4377]",0.7499999999999999,103.33333333333333,00:00:25,25.81910716649145,0.004656286233812705,,,,,,,
Martjushev ADWIN J,without_noise,log_13_1687181932,0.4,100.0,500.0,10.0,"[646, 840, 1405, 2948, 3033]","[627, 835, 1407, 2856, 3239]",0.8000000000000002,29.5,00:00:08,8.125561109744012,0.0018300813310234262,,,,,,,
Process Graph Metrics,without_noise,log_52_1687182004,0.1,400.0,500.0,,[1461],"[1221, 1560]",0.6666666666666666,99.0,00:00:04,4.422380218282342,0.0015026776140952573,,,,,,,
Bose J,without_noise,log_40_1687181982,,,,,"[1204, 2114, 3442]","[1205, 2115, 3442]",1.0,0.6666666666666666,00:00:58,58.227029393427074,0.012953732901763531,100.0,2.0,,,,,
Bose WC,without_noise,log_40_1687181982,,,,,"[1148, 3494]","[1205, 2115, 3442]",0.8,54.5,00:00:54,54.737572404555976,0.012177435462637592,100.0,2.0,,,,,
Martjushev J,without_noise,log_16_1687181934,0.55,,,,[],"[1218, 1793, 2771]",,,00:06:09,369.53263797611,0.09155912734789642,200.0,,,,,,
Martjushev ADWIN J,without_noise,log_100_1687182078,0.4,200.0,500.0,50.0,[1099],[1133],1.0,34.0,00:00:04,4.047831191681325,0.001706505561417085,,,,,,,
Zheng DBSCAN,without_noise,log_72_1687182033,,,,,"[343.0, 664.6666666666666, 785.5, 975.8888888888889, 1057.0, 1370.0, 1405.0, 1455.0, 1489.0]","[661, 974]",0.3636363636363636,2.7777777777777715,00:00:00,0.8215890135616064,0.0005426611714409553,,,,,,300.0,30.0
Zheng DBSCAN,without_noise,log_72_1687182033,,,,,"[343.0, 664.6666666666666, 785.5, 984.0, 1429.75]","[661, 974]",0.5714285714285715,6.833333333333314,00:00:00,0.8215890135616064,0.0005426611714409553,,,,,,300.0,60.0
Zheng DBSCAN,without_noise,log_72_1687182033,,,,,"[343.0, 678.8823529411765, 984.0, 1429.75]","[661, 974]",0.6666666666666666,13.941176470588232,00:00:00,0.8215890135616064,0.0005426611714409553,,,,,,300.0,90.0
Zheng DBSCAN,without_noise,log_72_1687182033,,,,,"[343.0, 678.8823529411765, 984.0, 1429.75]","[661, 974]",0.6666666666666666,13.941176470588232,00:00:00,0.8215890135616064,0.0005426611714409553,,,,,,300.0,120.0
Zheng DBSCAN,without_noise,log_72_1687182033,,,,,"[343.0, 678.8823529411765, 984.0, 1429.75]","[661, 974]",0.6666666666666666,13.941176470588232,00:00:00,0.8215890135616064,0.0005426611714409553,,,,,,300.0,150.0
Process Graph Metrics,without_noise,log_7_1687181925,0.005,300.0,400.0,,"[997, 2053, 3415]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,43.0,00:00:09,9.694743536412716,0.002040569045761464,,,,,,,
Process Graph Metrics,without_noise,log_84_1687182047,0.0001,100.0,500.0,,[1493],[1338],1.0,155.0,00:00:03,3.319934426806867,0.0013024458324075586,,,,,,,
Martjushev ADWIN J,without_noise,log_57_1687182008,0.4,100.0,500.0,50.0,"[1293, 1437, 2388, 2552, 4237, 4404]","[1216, 1576, 2324, 2698, 4174, 4390]",1.0,83.83333333333333,00:00:12,12.03011232148856,0.0021247107597118613,,,,,,,
LCDD,without_noise,log_32_1687181966,,,,,[1459],"[1402, 1725]",0.6666666666666666,57.0,00:00:00,0.06838018167763948,2.261249394101835e-05,,,200.0,200.0,10.0,,
Process Graph Metrics,without_noise,log_82_1687182044,0.005,400.0,500.0,,[702],[642],1.0,60.0,00:00:13,13.259274727664888,0.006480583933365048,,,,,,,
Zheng DBSCAN,without_noise,log_4_1687181921,,,,,"[1312.5, 1540.5]","[1313, 1543]",1.0,1.5,00:00:00,0.28885096963495016,0.00010962086134153706,,,,,,400.0,40.0
Zheng DBSCAN,without_noise,log_4_1687181921,,,,,"[1312.5, 1540.5]","[1313, 1543]",1.0,1.5,00:00:00,0.28885096963495016,0.00010962086134153706,,,,,,400.0,80.0
Zheng DBSCAN,without_noise,log_4_1687181921,,,,,"[1312.5, 1540.5]","[1313, 1543]",1.0,1.5,00:00:00,0.28885096963495016,0.00010962086134153706,,,,,,400.0,120.0
Zheng DBSCAN,without_noise,log_4_1687181921,,,,,"[1312.5, 1540.5]","[1313, 1543]",1.0,1.5,00:00:00,0.28885096963495016,0.00010962086134153706,,,,,,400.0,160.0
Zheng DBSCAN,without_noise,log_4_1687181921,,,,,"[1312.5, 1540.5]","[1313, 1543]",1.0,1.5,00:00:00,0.28885096963495016,0.00010962086134153706,,,,,,400.0,200.0
Process Graph Metrics,without_noise,log_85_1687182048,0.05,400.0,400.0,,[1423],"[1308, 1543]",0.6666666666666666,115.0,00:01:19,79.42215968575329,0.030712358733856644,,,,,,,
Process Graph Metrics,without_noise,log_42_1687181985,0.0001,200.0,400.0,,[1650],"[1494, 1841]",0.6666666666666666,156.0,00:00:02,2.411353879608214,0.0009397326109151262,,,,,,,
Process Graph Metrics,without_noise,log_29_1687181956,0.0001,200.0,400.0,,[759],"[516, 766]",0.6666666666666666,7.0,00:00:02,2.1122041093185544,0.0013969603897609486,,,,,,,
LCDD,without_noise,log_73_1687182035,,,,,[2416],"[1478, 2417, 2951, 3283]",0.4,1.0,00:00:00,0.1282940050587058,2.8817161962871925e-05,,,300.0,300.0,200.0,,
Martjushev ADWIN J,without_noise,log_12_1687181931,0.4,300.0,400.0,10.0,[],"[969, 1263]",,,00:00:01,1.781103708781302,0.0010034387091725646,,,,,,,
LCDD,without_noise,log_70_1687182031,,,,,[607],[608],1.0,1.0,00:00:00,0.03418556973338127,2.3239680308212964e-05,,,300.0,300.0,20.0,,
LCDD,without_noise,log_53_1687182005,,,,,"[1025, 1560]","[1024, 1283]",0.5,1.0,00:00:00,0.031158587895333767,1.305345115011888e-05,,,300.0,300.0,20.0,,
LCDD,without_noise,log_21_1687181940,,,,,"[292, 533, 779, 996, 1228, 1564]",[668],0.2857142857142857,111.0,00:00:00,0.21919675543904305,0.00011887025783028364,,,200.0,200.0,5.0,,
Zheng DBSCAN,without_noise,log_65_1687182020,,,,,"[668.0, 911.6153846153846, 996.0, 1297.0, 1490.9, 1650.0, 1755.0, 2126.2, 2391.6666666666665, 2540.6666666666665, 3050.0]","[909, 1496, 2099, 2410]",0.5333333333333333,13.312179487179463,00:00:00,0.80185192450881,0.000262128775583135,,,,,,500.0,50.0
Zheng DBSCAN,without_noise,log_65_1687182020,,,,,"[668.0, 917.6428571428571, 1297.0, 1490.9, 1650.0, 1755.0, 2126.2, 2391.6666666666665, 2540.6666666666665, 3050.0]","[909, 1496, 2099, 2410]",0.5714285714285715,14.81904761904758,00:00:00,0.80185192450881,0.000262128775583135,,,,,,500.0,100.0
Zheng DBSCAN,without_noise,log_65_1687182020,,,,,"[668.0, 917.6428571428571, 1297.0, 1526.1666666666667, 2126.2, 2466.1666666666665, 3050.0]","[909, 1496, 2099, 2410]",0.7272727272727273,30.544047619047547,00:00:00,0.80185192450881,0.000262128775583135,,,,,,500.0,150.0
Zheng DBSCAN,without_noise,log_65_1687182020,,,,,"[668.0, 917.6428571428571, 1480.3333333333333, 2311.6363636363635, 3050.0]","[909, 1496, 2099, 2410]",0.6666666666666665,40.89105339105345,00:00:00,0.80185192450881,0.000262128775583135,,,,,,500.0,200.0
Zheng DBSCAN,without_noise,log_65_1687182020,,,,,"[871.5625, 1480.3333333333333, 2311.6363636363635, 3050.0]","[909, 1496, 2099, 2410]",0.75,50.489267676767746,00:00:00,0.80185192450881,0.000262128775583135,,,,,,500.0,250.0
Maaradji Runs,without_noise,log_22_1687181941,,,,,"[1136, 2514, 3472]","[1159, 1512, 2578, 3506, 3838]",0.7499999999999999,40.333333333333336,00:00:01,1.9721326855942607,0.0004204077351511961,200.0,2.0,,,,,
Process Graph Metrics,without_noise,log_34_1687181968,0.05,100.0,500.0,,"[540, 1318, 1647]","[1087, 1302]",0.4,16.0,00:00:02,2.5546490950509906,0.0009603943966357108,,,,,,,
Martjushev ADWIN J,without_noise,log_37_1687181973,0.4,300.0,500.0,20.0,[1284],[1428],1.0,144.0,00:00:18,18.253733592107892,0.008826757056145015,,,,,,,
LCDD,without_noise,log_74_1687182036,,,,,"[366, 753, 1053]",[839],0.5,86.0,00:00:00,0.14214942511171103,0.00010131819323714256,,,300.0,300.0,5.0,,
Process Graph Metrics,without_noise,log_33_1687181967,0.0001,400.0,400.0,,[1039],[987],1.0,52.0,00:00:01,1.370842176489532,0.0008965612665072152,,,,,,,
Process Graph Metrics,without_noise,log_49_1687181999,0.05,200.0,500.0,,[701],"[605, 889]",0.6666666666666666,96.0,00:00:01,1.9340542601421475,0.001051116445729428,,,,,,,
LCDD,without_noise,log_15_1687181933,,,,,[956],"[957, 1345]",0.6666666666666666,1.0,00:00:00,0.07019811496138573,2.670145110741184e-05,,,100.0,100.0,100.0,,
Process Graph Metrics,without_noise,log_43_1687181986,0.005,300.0,500.0,,"[1155, 2605, 3713]","[979, 1204, 2415, 2632, 3669]",0.7499999999999999,40.0,00:00:48,48.80791898164898,0.01136653912008593,,,,,,,
Martjushev ADWIN J,without_noise,log_95_1687182068,0.4,100.0,400.0,20.0,[],"[561, 936, 2338, 2712, 4212]",,,00:02:03,123.77710225898772,0.021942404229567048,,,,,,,
Process Graph Metrics,without_noise,log_58_1687182010,0.1,300.0,400.0,,[653],[566],1.0,87.0,00:00:03,3.1614909283816814,0.001909112879457537,,,,,,,
Process Graph Metrics,without_noise,log_54_1687182005,0.0001,100.0,500.0,,"[3079, 4119]","[1171, 1523, 2987, 3886, 4123]",0.5714285714285715,48.0,00:00:09,9.999998891726136,0.002073828057180866,,,,,,,
Process Graph Metrics,without_noise,log_2_1687181920,0.005,100.0,400.0,,[1175],[1011],1.0,164.0,00:00:01,1.1349327061325312,0.0007251966173370807,,,,,,,
LCDD,without_noise,log_56_1687182007,,,,,"[109, 232, 334, 480, 589, 690, 793, 900, 1000, 1102, 1216, 1336, 1444, 1547, 1647, 1750, 1850, 1964, 2065, 2168, 2271, 2383, 2491, 2603]","[999, 1336]",0.15384615384615385,0.5,00:00:00,0.08693009987473488,3.226804004258904e-05,,,100.0,100.0,50.0,,
Process Graph Metrics,without_noise,log_21_1687181940,0.05,400.0,500.0,,[760],[668],1.0,92.0,00:00:03,3.32470247335732,0.0018029839877208892,,,,,,,
Maaradji Runs,without_noise,log_98_1687182076,,,,,[1100],"[896, 1153]",0.6666666666666666,53.0,00:00:01,1.0291973408311605,0.0005837761434096203,100.0,2.0,,,,,
Process Graph Metrics,without_noise,log_23_1687181942,0.05,100.0,500.0,,"[654, 884, 1064, 1244, 2815, 4182]","[859, 1255, 2629, 4001, 4377]",0.7272727272727272,100.75,00:00:51,51.35610877349973,0.009261696803155948,,,,,,,
Martjushev ADWIN J,without_noise,log_9_1687181928,0.4,400.0,400.0,20.0,"[1136, 1912, 2701, 2939]","[1135, 1916, 2696, 2989]",1.0,15.0,00:00:11,11.50715909525752,0.002565126860289238,,,,,,,
LCDD,without_noise,log_34_1687181968,,,,,"[142, 281, 402, 528, 643, 757, 876, 986, 1086, 1205, 1318, 1426, 1529, 1629, 1730, 1890, 1990, 2107, 2208, 2308, 2436, 2539, 2648]","[1087, 1302]",0.16,8.5,00:00:00,0.05253303423523903,1.9749260990691363e-05,,,100.0,100.0,200.0,,
Martjushev ADWIN J,without_noise,log_70_1687182031,0.4,300.0,400.0,20.0,[],[608],,,00:00:07,7.87655717972666,0.005354559605524582,,,,,,,
Martjushev ADWIN J,without_noise,log_88_1687182055,0.4,400.0,400.0,20.0,"[1429, 2095, 3261]","[1401, 1950, 2206, 3218, 3462]",0.7499999999999999,60.666666666666664,00:00:12,12.493684804998338,0.002934856660793596,,,,,,,
Process Graph Metrics,without_noise,log_48_1687181998,0.1,300.0,500.0,,"[1110, 2560, 3574]","[1144, 2359, 2666, 3482, 3756]",0.7499999999999999,77.33333333333333,00:00:08,8.95695108640939,0.0020868944749322903,,,,,,,
Process Graph Metrics,without_noise,log_52_1687182004,0.0001,200.0,500.0,,[],"[1221, 1560]",,,00:00:09,9.298585258424282,0.0031595600606266674,,,,,,,
Process Graph Metrics,without_noise,log_25_1687181949,0.05,400.0,500.0,,"[939, 1768]","[783, 1163]",0.5,156.0,00:00:41,41.54078774899244,0.023116743321642985,,,,,,,
Process Graph Metrics,without_noise,log_10_1687181929,0.0001,300.0,400.0,,"[1340, 1880]","[1446, 1821]",1.0,82.5,00:00:04,4.6054588900879025,0.0017871396546712854,,,,,,,
Martjushev ADWIN J,without_noise,log_52_1687182004,0.4,300.0,400.0,10.0,[],"[1221, 1560]",,,00:00:06,6.35744812246412,0.002160193041951791,,,,,,,
Martjushev J,without_noise,log_50_1687182000,0.55,,,,"[3657, 4609, 5070]","[1406, 1636, 2269, 2506, 3766]",0.25,109.0,00:08:41,521.3314749225974,0.09935800932391793,100.0,,,,,,
LCDD,without_noise,log_62_1687182017,,,,,"[111, 211, 316, 497, 601, 701, 867, 970, 1119, 1427]",[540],0.18181818181818182,43.0,00:00:00,0.035936642438173294,2.2404390547489586e-05,,,100.0,100.0,200.0,,
Maaradji Runs,without_noise,log_56_1687182007,,,,,[994],"[999, 1336]",0.6666666666666666,5.0,00:00:34,34.80596804525703,0.012919809964831861,200.0,2.0,,,,,
Process Graph Metrics,without_noise,log_61_1687182016,0.05,200.0,400.0,,[1375],"[1128, 1415]",0.6666666666666666,40.0,00:00:01,1.916974133811891,0.0007459043322225257,,,,,,,
LCDD,without_noise,log_12_1687181931,,,,,[],"[969, 1263]",,,00:00:00,0.02365794312208891,1.332841866033178e-05,,,300.0,300.0,200.0,,
Process Graph Metrics,without_noise,log_95_1687182068,0.05,400.0,500.0,,"[642, 1549, 2199, 2349, 2527, 2677, 2828, 3278, 3967, 5173, 5747]","[561, 936, 2338, 2712, 4212]",0.37499999999999994,42.333333333333336,00:00:52,52.42702408879995,0.009293923788122665,,,,,,,
LCDD,without_noise,log_38_1687181974,,,,,"[105, 225, 332, 438, 546, 648, 754, 876, 978, 1082, 1194, 1315, 1419, 1557, 1661, 1782, 1884, 1996, 2103, 2239, 2350]","[1060, 1266]",0.17391304347826084,35.5,00:00:00,0.12255444563925266,5.208433728825018e-05,,,100.0,100.0,10.0,,
Process Graph Metrics,without_noise,log_11_1687181931,0.005,300.0,500.0,,[1086],[1012],1.0,74.0,00:00:02,2.6901136711239815,0.0015870877115775701,,,,,,,
LCDD,without_noise,log_35_1687181968,,,,,[3787],"[842, 1057, 2418, 2651, 3788, 4180]",0.2857142857142857,1.0,00:00:00,0.22038441989570856,3.924922883271747e-05,,,300.0,300.0,150.0,,
Martjushev ADWIN J,without_noise,log_55_1687182006,0.4,200.0,400.0,50.0,"[299, 1250]","[1185, 1392]",0.5,65.0,00:00:02,2.137270384468138,0.000776624412960806,,,,,,,
Martjushev ADWIN J,without_noise,log_28_1687181955,0.4,100.0,400.0,50.0,[983],[983],1.0,0.0,00:00:03,3.983388353139162,0.0017455689540487125,,,,,,,
Process Graph Metrics,without_noise,log_48_1687181998,0.005,200.0,400.0,,"[1181, 2571, 3784]","[1144, 2359, 2666, 3482, 3756]",0.7499999999999999,53.333333333333336,00:00:05,5.436635636724532,0.001266690502498726,,,,,,,
Martjushev J,without_noise,log_100_1687182078,0.55,,,,[1123],[1133],1.0,10.0,00:00:52,52.44408966694027,0.022109649943903992,300.0,,,,,,
LCDD,without_noise,log_28_1687181955,,,,,[982],[983],1.0,1.0,00:00:00,0.0667250445112586,2.92397215211475e-05,,,100.0,100.0,200.0,,
Martjushev ADWIN J,without_noise,log_35_1687181968,0.4,200.0,500.0,10.0,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:00:19,19.13602123595774,0.0034080180295561428,,,,,,,
Process Graph Metrics,without_noise,log_35_1687181968,0.005,400.0,500.0,,"[1097, 4041]","[842, 1057, 2418, 2651, 3788, 4180]",0.5,89.5,00:00:07,7.755784032866359,0.0013812616265122635,,,,,,,
Zheng DBSCAN,without_noise,log_40_1687181982,,,,,"[1205.5, 2114.0, 3441.0]","[1205, 2115, 3442]",1.0,0.8333333333333334,00:00:00,0.6112693352624774,0.00013598872864571242,,,,,,500.0,50.0
Zheng DBSCAN,without_noise,log_40_1687181982,,,,,"[1205.5, 2114.0, 3441.0]","[1205, 2115, 3442]",1.0,0.8333333333333334,00:00:00,0.6112693352624774,0.00013598872864571242,,,,,,500.0,100.0
Zheng DBSCAN,without_noise,log_40_1687181982,,,,,"[1205.5, 2114.0, 3441.0]","[1205, 2115, 3442]",1.0,0.8333333333333334,00:00:00,0.6112693352624774,0.00013598872864571242,,,,,,500.0,150.0
Zheng DBSCAN,without_noise,log_40_1687181982,,,,,"[1205.5, 2114.0, 3441.0]","[1205, 2115, 3442]",1.0,0.8333333333333334,00:00:00,0.6112693352624774,0.00013598872864571242,,,,,,500.0,200.0
Zheng DBSCAN,without_noise,log_40_1687181982,,,,,"[1205.5, 2114.0, 3441.0]","[1205, 2115, 3442]",1.0,0.8333333333333334,00:00:00,0.6112693352624774,0.00013598872864571242,,,,,,500.0,250.0
Martjushev ADWIN J,without_noise,log_92_1687182064,0.4,300.0,500.0,10.0,[769],[1041],,,00:00:21,21.553574239835143,0.009609261810002294,,,,,,,
LCDD,without_noise,log_14_1687181933,,,,,[],[1179],,,00:00:00,0.042225537821650505,2.2580501508904013e-05,,,200.0,200.0,150.0,,
Process Graph Metrics,without_noise,log_54_1687182005,0.0001,300.0,400.0,,[3048],"[1171, 1523, 2987, 3886, 4123]",0.33333333333333337,61.0,00:00:09,9.208011018112302,0.0019095833716533184,,,,,,,
LCDD,without_noise,log_47_1687181994,,,,,"[251, 549, 836, 1075, 1443, 1717, 2016, 2230]","[1076, 1388]",0.4,28.0,00:00:00,0.1689914045855403,6.740781993838863e-05,,,200.0,200.0,100.0,,
Martjushev ADWIN J,without_noise,log_8_1687181927,0.4,400.0,400.0,20.0,[],"[778, 1133]",,,00:00:36,36.5354739157483,0.016059548973955295,,,,,,,
Martjushev ADWIN J,without_noise,log_19_1687181938,0.4,300.0,400.0,20.0,[],[771],,,00:00:19,19.534087020903826,0.013110125517385118,,,,,,,
Martjushev J,without_noise,log_47_1687181994,0.55,,,,"[114, 390, 584, 866, 1118, 1437, 1587, 1952, 2249]","[1076, 1388]",0.3636363636363636,45.5,00:08:19,499.14288178272545,0.19909967362693476,100.0,,,,,,
LCDD,without_noise,log_51_1687182003,,,,,"[485, 883, 1208, 1624, 2037]",[882],0.33333333333333337,1.0,00:00:00,0.047482346184551716,2.0026295311915527e-05,,,300.0,300.0,10.0,,
